DNA_ID,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month
AP_D1,AAH_ONT_20230519_017_FP_EW1,28,0.5,20230608,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0,NA,NA,"Filters upside down, so stopped and re-ran with fresh filters",20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,1500,FF,Whole,1,20,0.22,"Filters upside down, so stopped and re-ran with fresh filters",0-01-01T07:17:00Z,0-01-01T07:34:00Z,43.22506666666666,-79.27145,28,750,May
AP_D9,AAH_ONT_20230515_074_FP_EW1,106,0.5,20230609,172033163,AAH,ONT,20230515,74,AAH_ONT_20230515_074_1,0.5,NA,NA,NA,20230515,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T16:37:00Z,NA,3510,FF,Whole,1,20,0.22,NA,0-01-01T14:49:00Z,0-01-01T17:13:00Z,43.747366666666665,-76.51155,36,1755,May
AP_D17,AAH_ONT_20230516_066_FP_EW1,65.1,0.5,20230613,172033163,AAH,ONT,20230516,66,AAH_ONT_20230516_066_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T07:25:00Z,NA,2920,FF,Whole,1,20,0.22,NA,0-01-01T07:32:00Z,0-01-01T07:48:00Z,43.333666666666666,-76.83433333333333,23,1460,May
AP_D25,AAH_ONT_20230517_043_FP_EW1,24.8,0.5,20230613,172033163,AAH,ONT,20230517,43,AAH_ONT_20230517_043_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T17:09:00Z,NA,4000,FF,Whole,1,20,0.22,NA,0-01-01T17:27:00Z,0-01-01T17:42:00Z,43.950116666666666,-78.04975,33,2000,May
AP_D33,AAH_ONT_20230517_717_FP_EW1,151,0.5,20230613,172033163,AAH,ONT,20230517,717,AAH_ONT_20230517_717_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T08:17:00Z,NA,3100,FF,Whole,1,20,0.22,NA,0-01-01T08:28:00Z,0-01-01T08:46:00Z,43.30056666666667,-77.44083333333333,29,1550,May
AP_D41,AAH_ONT_20230518_033_FP_EW1,84.5,0.5,20230613,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T12:25:00Z,NA,3200,FF,Whole,1,20,0.22,NA,0-01-01T12:45:00Z,0-01-01T13:06:00Z,43.596916666666665,-78.81335,41,1600,May
AP_D49,AAH_ONT_20230518_038_FP_EW1,92.3,0.5,20230615,172033163,AAH,ONT,20230518,38,AAH_ONT_20230518_038_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T02:28:00Z,NA,3620,FF,Whole,1,20,0.22,NA,0-01-01T02:50:00Z,0-01-01T03:16:00Z,43.38341666666667,-77.98966666666666,48,1810,May
AP_D58,AAH_ONT_20230519_012_FP_MW2,69.2,0.5,20230615,172033163,AAH,ONT,20230519,12,AAH_ONT_20230519_012_2,0.5,NA,NA,NA,20230519,2,Rosette Cast,3,15,NA,M,NA,NA,0-01-01T10:34:00Z,NA,3960,FF,Whole,2,20,0.22,NA,0-01-01T11:35:00Z,0-01-01T11:56:00Z,43.5035,-79.35378333333334,82,1980,May
AP_D72,AAH_ONT_20230927_008_FP_BW2,33.6,0.5,20231016,175026656_1,AAH,ONT,20230927,8,AAH_ONT_20230927_008_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,13.4,NA,B,NA,NA,0-01-01T20:03:00Z,NA,3920,FF,Whole,2,20,0.22,NA,0-01-01T20:49:00Z,0-01-01T21:14:00Z,43.62221667,-79.45091667,71,1960,September
AP_D80,AAH_ONT_20230927_017_FP_EW2,19.9,0.5,20231009,172033163,AAH,ONT,20230927,17,AAH_ONT_20230927_017_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T15:00:00Z,NA,1920,FF,Whole,2,20,0.22,tube burst and re-ran with new filters,0-01-01T16:31:00Z,0-01-01T16:38:00Z,43.22538333,-79.27113333,98,960,September
AP_D88,AAH_ONT_20230927_029_FP_BW2,24,0.25,20231011,175026656_1,AAH,ONT,20230927,29,AAH_ONT_20230927_029_3,0.75,NA,NA,NA,20230927,3,Rosette Cast,3,27.9,NA,B,NA,NA,0-01-01T04:19:00Z,NA,3800,FF,Whole,2,20,0.22,NA,0-01-01T05:12:00Z,0-01-01T05:37:00Z,43.81948333,-78.87111667,78,950,September
AP_D96,AAH_ONT_20230926_035_FP_EW2,16.7,0.25,20231013,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T14:18:00Z,NA,3000,FF,Whole,2,20,0.22,replaced free-living filter early too,0-01-01T15:08:00Z,0-01-01T15:23:00Z,43.36143333,-78.72943333,65,750,September
AP_D2,AAH_ONT_20230519_017_FP_EW2,32.8,0.5,20230608,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0,NA,NA,"Filters upside down, so stopped and re-ran with fresh filters",20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,1620,FF,Whole,2,20,0.22,"Filters upside down, so stopped and re-ran with fresh filters",0-01-01T07:18:00Z,0-01-01T07:34:00Z,43.22506666666666,-79.27145,28,810,May
AP_D10,AAH_ONT_20230515_074_FP_MW1,72.4,0.5,20230609,172033163,AAH,ONT,20230515,74,AAH_ONT_20230515_074_3,0.5,NA,NA,NA,20230515,3,Rosette Cast,2,14,NA,M,NA,NA,0-01-01T16:37:00Z,NA,3400,FF,Whole,1,20,0.22,NA,0-01-01T17:06:00Z,0-01-01T17:26:00Z,43.747366666666665,-76.51155,49,1700,May
AP_D18,AAH_ONT_20230516_066_FP_EW2,50.7,0.5,20230615,172033163,AAH,ONT,20230516,66,AAH_ONT_20230516_066_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T07:25:00Z,NA,3060,FF,Whole,2,20,0.22,NA,0-01-01T07:34:00Z,0-01-01T07:50:00Z,43.333666666666666,-76.83433333333333,25,1530,May
AP_D26,AAH_ONT_20230517_043_FP_EW2,40.3,0.5,20230615,172033163,AAH,ONT,20230517,43,AAH_ONT_20230517_043_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T17:09:00Z,NA,3280,FF,Whole,2,20,0.22,NA,0-01-01T17:29:00Z,0-01-01T17:52:00Z,43.950116666666666,-78.04975,43,1640,May
AP_D34,AAH_ONT_20230517_717_FP_EW2,150,0.5,20230615,172033163,AAH,ONT,20230517,717,AAH_ONT_20230517_717_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T08:17:00Z,NA,2800,FF,Whole,2,20,0.22,NA,0-01-01T08:30:00Z,0-01-01T08:49:00Z,43.30056666666667,-77.44083333333333,32,1400,May
AP_D42,AAH_ONT_20230518_033_FP_EW2,94.7,0.5,20230615,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T12:25:00Z,NA,3540,FF,Whole,2,20,0.22,NA,0-01-01T12:39:00Z,0-01-01T13:01:00Z,43.596916666666665,-78.81335,36,1770,May
AP_D50,AAH_ONT_20230518_038_FP_MW1,58,0.5,20230615,172033163,AAH,ONT,20230518,38,AAH_ONT_20230518_038_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,14,NA,M,NA,NA,0-01-01T02:28:00Z,NA,1560,FF,Whole,1,20,0.22,NA,0-01-01T02:51:00Z,0-01-01T03:24:00Z,43.38341666666667,-77.98966666666666,56,780,May
AP_D59,AAH_ONT_20230519_017_FP_EW3,27.5,0.5,20230616,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0.5,NA,NA,From same water as 017_FP_E1,20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,3500,FF,Whole,3,20,0.22,From same water as 017_FP_E1,0-01-01T07:44:00Z,0-01-01T08:06:00Z,43.22506666666666,-79.27145,60,1750,May
AP_D73,AAH_ONT_20230927_012_FP_EW1,21.9,0.5,20231009,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4760,FF,Whole,1,20,0.22,NA,0-01-01T00:06:00Z,0-01-01T00:31:00Z,43.50345,-79.35313333,32,2380,September
AP_D81,AAH_ONT_20230927_017_FP_BW1,36.7,0.5,20231011,175026656_1,AAH,ONT,20230927,17,AAH_ONT_20230927_017_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,10.9,NA,B,NA,NA,0-01-01T14:58:00Z,NA,3540,FF,Whole,1,20,0.22,NA,0-01-01T15:08:00Z,0-01-01T15:28:00Z,43.22538333,-79.27113333,30,1770,September
AP_D89,AAH_ONT_20230927_033_FP_EW1,35.1,0.25,20231011,175026656_1,AAH,ONT,20230927,33,AAH_ONT_20230927_033_1,0.75,NA,NA,located in cup 5; day sample,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T09:55:00Z,NA,4520,FF,Whole,1,20,0.22,Day sample,0-01-01T10:03:00Z,0-01-01T10:38:00Z,43.5965,-78.81436667,43,1130,September
AP_D97,AAH_ONT_20230926_035_FP_MW1,24.1,0.25,20231006,172033163,AAH,ONT,20230926,35,AAH_ONT_20230926_035_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,14.4,NA,M,NA,NA,0-01-01T13:54:00Z,NA,3920,FF,Whole,1,20,0.22,NA,0-01-01T14:08:00Z,0-01-01T14:29:00Z,43.36143333,-78.72943333,35,980,September
AP_D3,AAH_ONT_20230516_048_FP_EW1,54.4,0.5,20230609,172033163,AAH,ONT,20230516,48,AAH_ONT_20230516_048_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T18:07:00Z,NA,3510,FF,Whole,1,20,0.22,NA,0-01-01T18:20:00Z,0-01-01T18:35:00Z,43.8797,-77.43975,28,1755,May
AP_D11,AAH_ONT_20230516_064_FP_BW1,8.2,0.5,20230616,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_3,0.5,NA,NA,NA,20230516,3,Rosette Cast,2,224,NA,B,NA,NA,0-01-01T02:15:00Z,NA,5060,FF,Whole,1,20,0.22,NA,0-01-01T02:22:00Z,0-01-01T02:40:00Z,43.51975,-76.91836666666667,25,2530,May
AP_D19,AAH_ONT_20230517_041_FP_BW1,16.9,0.5,20230615,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,127,NA,B,NA,NA,0-01-01T20:01:00Z,NA,4360,FF,Whole,1,20,0.22,NA,0-01-01T20:13:00Z,0-01-01T20:40:00Z,43.71661666666667,-78.02736666666667,39,2180,May
AP_D27,AAH_ONT_20230517_055_FP_BW1,0.302,0.5,20230616,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,189,NA,B,NA,NA,0-01-01T10:30:00Z,NA,5090,FF,Whole,1,20,0.22,NA,0-01-01T10:53:00Z,0-01-01T11:13:00Z,43.44421666666667,-77.43893333333334,43,2545,May
AP_D35,AAH_ONT_20230518_029_FP_BW1,28.6,0.5,20230615,172033163,AAH,ONT,20230518,29,AAH_ONT_20230518_029_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,3,27,NA,B,NA,NA,0-01-01T15:52:00Z,NA,4740,FF,Whole,1,20,0.22,NA,0-01-01T16:04:00Z,0-01-01T16:24:00Z,43.81845,-78.86953333333334,32,2370,May
AP_D43,AAH_ONT_20230518_033_FP_MW1,49.9,0.5,20230616,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,20,NA,M,NA,NA,0-01-01T11:50:00Z,NA,4840,FF,Whole,1,20,0.22,NA,0-01-01T12:04:00Z,0-01-01T12:22:00Z,43.596916666666665,-78.81335,32,2420,May
AP_D51,AAH_ONT_20230519_008_FP_EW1,53.4,0.5,20230615,172033163,AAH,ONT,20230519,8,AAH_ONT_20230519_008_1,0.5,NA,NA,NA,20230519,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T13:26:00Z,NA,3020,FF,Whole,1,20,0.22,NA,0-01-01T13:34:00Z,0-01-01T13:55:00Z,43.623216666666664,-79.45183333333334,29,1510,May
AP_D60,AAH_ONT_20230519_017_FP_EW4,23.9,0.5,20230614,172033163,AAH,ONT,20230519,17,AAH_ONT_20230519_017_1,0.5,NA,NA,From same water as 017_E2,20230519,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T07:06:00Z,NA,3840,FF,Whole,4,20,0.22,From same water as 017_E2,0-01-01T07:44:00Z,0-01-01T08:06:00Z,43.22506666666666,-79.27145,60,1920,May
AP_D74,AAH_ONT_20230927_012_FP_EW2,29.2,0.5,20231006,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4780,FF,Whole,2,20,0.22,NA,0-01-01T00:46:00Z,0-01-01T01:11:00Z,43.50345,-79.35313333,72,2390,September
AP_D82,AAH_ONT_20230927_017_FP_BW2,39.2,0.25,20231011,175026656_1,AAH,ONT,20230927,17,AAH_ONT_20230927_017_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,10.9,NA,B,NA,NA,0-01-01T14:58:00Z,NA,3740,FF,Whole,2,20,0.22,NA,0-01-01T15:10:00Z,0-01-01T15:34:00Z,43.22538333,-79.27113333,36,935,September
AP_D90,AAH_ONT_20230927_033_FP_EW2,17.9,0.25,20231006,172033163,AAH,ONT,20230927,33,AAH_ONT_20230927_033_1,0.75,NA,NA,day sample,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T09:55:00Z,NA,4000,FF,Whole,2,20,0.22,Day sample,0-01-01T10:53:00Z,0-01-01T11:14:00Z,43.5965,-78.81436667,79,1000,September
AP_D98,AAH_ONT_20230926_035_FP_MW2,30.3,0.25,20231011,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,14.4,NA,M,NA,NA,0-01-01T13:54:00Z,NA,3960,FF,Whole,2,20,0.22,NA,0-01-01T15:08:00Z,0-01-01T15:31:00Z,43.36143333,-78.72943333,97,990,September
