DNA_ID,input,filtered,denoisedF,denoisedR,merged,nochim,perc_reads_retained,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month,avg_cells_per_ml,Depth_Range,Chem_Depth,is_Fmax,is_stratified,EPA_Comments,NH4,NOx,SRP,TN,TP,K,Na,Ca,Mg,Cl,SO4,DOC,Si,chl_a,pressure,temperature,conductivity,oxygenRaw,par,beamAttenuation,beamTransmission,fluorescence,spar,upoly,oxygen,conductivity2,flag,salinity,temperature2,oxygenRaw2,conductivity3,oxygen2,transect,good_oxygen
AP_D46,65758,47023,45860,45845,44272,42143,64.08801970862861,AAH_ONT_20230518_035_FP_BW2,34.1,0.5,202305615,172033163,AAH,ONT,20230518,35,AAH_ONT_20230518_035_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,27,NA,B,NA,NA,0-01-01T07:58:00Z,NA,3280,FF,Whole,2,20,0.22,NA,0-01-01T08:42:00Z,0-01-01T09:00:00Z,43.36183333333334,-78.72948333333333,62,1640,May,3486116.1676260647,20-30 m,27,yes,unstratified,NA,28.5,293,0.352,479,4.32,1.5519132860665277,12.530999999999999,32.34,9.022,21.098,22.4893,2.613,1.04,1.26,26.436,6.5737,193.344396,2.1294,0.0177,0.5311,87.5671,0.43346,1248.4,0.372688,12.1066,306.168,0,2110711.062470246,NA,NA,NA,NA,T2,12.1066
AP_D54,57894,39663,38669,38697,37698,36847,63.6456282170864,AAH_ONT_20230519_012_FP_BW2,17.6,0.5,20230615,172033163,AAH,ONT,20230519,12,AAH_ONT_20230519_012_3,0.5,NA,NA,NA,20230519,3,Rosette Cast,3,102.8,NA,B,NA,NA,0-01-01T10:34:00Z,NA,4940,FF,Whole,2,20,0.22,NA,0-01-01T10:53:00Z,0-01-01T11:16:00Z,43.5035,-79.35378333333334,42,2470,May,2220169.601197329,>100 m,103,yes,stratified,NA,16.9,340,1.6,465,3.78,1.3561744010373353,13.734000000000002,32.82,9.1,23.0571,23.2336,2.478,1.02,0.05,100.816,4.0738,183.717737,2.0623,1e-12,0.1013,97.5001,0.037851,1518.2,0.381419,12.5906,315.942,0,2234135.942737575,NA,NA,NA,NA,T1,12.5906
AP_D69,55881,39517,38310,38321,36879,36296,64.95230937170058,AAH_ONT_20230927_008_FP_EW1,34.9,0.5,20231006,172033163,AAH,ONT,20230927,8,AAH_ONT_20230927_008_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T20:28:00Z,NA,4600,FF,Whole,1,20,0.22,NA,0-01-01T20:33:00Z,0-01-01T20:58:00Z,43.62221667,-79.45091667,30,2300,September,5419858.753856781,< 10 m,5,no,unstratified,NA,37.8,167,1.49,397,3.96,1.538,13.091999999999999,30.26,8.562,22.7971,22.3477,2.766,0.643,2.27,4.906,18.9587,264.763298,0.0281,1e-12,0.9247,79.3593,0.87912,1.9691,0.0554688,-2.1948,265.892067,0,2089246.683147677,18.9578,2.514,301.1135,9.1436,T1,9.1436
AP_D77,57296,39819,38881,38887,37515,36342,63.42851158894164,AAH_ONT_20230927_012_FP_BW1,4.55,0.5,20231009,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_3,0.75,NA,NA,NA,20230927,3,Rosette Cast,3,102,NA,B,NA,NA,0-01-01T23:30:00Z,NA,4560,FF,Whole,1,20,0.22,NA,0-01-01T23:39:00Z,0-01-01T23:58:00Z,43.50345,-79.35313333,28,2280,September,1995703.0416762605,>100 m,102.2,no,unstratified,NA,8.97,366,1.87,564,1.69,1.419,13.280999999999999,29.82,8.528,23.3303,22.9478,2.416,1.52,0.05,100.02850000000001,4.1965,185.658233,0.025,1e-12,0.2443,94.0758,0.098901,0,0.0554688,-3.1898999999999997,186.857398,0,2273741.8512183903,4.1974,2.2442,317.9345,11.4338,T1,11.4338
AP_D85,70037,49004,47780,47778,45973,44940,64.16608364150377,AAH_ONT_20230927_029_FP_MW1,15.8,0.25,20231010,172033163,AAH,ONT,20230927,29,AAH_ONT_20230927_029_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,15,NA,M,NA,NA,0-01-01T04:21:00Z,NA,3220,FF,Whole,1,20,0.22,NA,0-01-01T04:38:00Z,0-01-01T05:03:00Z,43.81948333,-78.87111667,42,805,September,6170909.132396961,10-20 m,15,no,unstratified,NA,14.7,132,0.847,378,5.08,1.37,12.861,30.6,8.578,23.2227,22.61,2.75,0.546,2.24,14.7335,19.0292,266.1977605,0.0281,1e-12,1.0113,77.6603,0.88278,0,0.0554688,-2.1925,267.262114,0,2109800.906361025,19.0269,2.5433,302.2735,9.2757,T2,9.2757
AP_D93,45749,31812,30914,30925,29854,28973,63.33034601849221,AAH_ONT_20230927_033_FP_BW1,6.39,0.25,20231013,175026656_1,AAH,ONT,20230927,33,AAH_ONT_20230927_033_3,0.75,NA,NA,day sample,20230927,3,Rosette Cast,3,134.9,NA,B,NA,NA,0-01-01T09:25:00Z,NA,4200,FF,Whole,1,20,0.22,Day sample,0-01-01T09:38:00Z,0-01-01T09:55:00Z,43.5965,-78.81436667,30,1050,September,1263384.893852176,>100 m,134.9,no,unstratified,NA,6.81,359,2.58,506,4.15,1.393,13.428,31.32,8.56,23.2037,23.3232,2.487,1.49,0.05,132.29,3.9767,183.9571675,0.0208,1e-12,0.2276,94.4679,0.087912,1264.2,0.0554688,-3.24855,185.083845,0,2258444.7050070656,3.9774,2.2833,317.413,11.814499999999999,T2,11.814499999999999
AP_D101,88920,64139,61060,61044,57889,55876,62.83850652271705,AAH_ONT_20230926_038_FP_EW1,17.1,0.25,20231006,172033163,AAH,ONT,20230926,38,AAH_ONT_20230926_038_1,0.75,NA,NA,NA,20230926,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T10:45:00Z,NA,4140,FF,Whole,1,20,0.22,NA,0-01-01T10:54:00Z,0-01-01T11:49:00Z,43.38313333,-77.98871667,64,1035,September,1707674.9813492976,< 10 m,5,no,unstratified,NA,13.4,381,0.73,526,4.43,1.622,13.527000000000001,31.36,8.612,22.493,22.2181,2.396,1.4,1.01,4.903,6.83795,201.87108849999998,0.022,302.4,0.8194,81.4766,0.28938,1247.4,0.055053,-2.9436,203.192965,0,2313564.75518004,6.8443,2.2625,317.041,10.60615,T3,10.60615
AP_D7,85717,59274,57852,57784,56015,54716,63.833311945121736,AAH_ONT_20230515_074_FP_BW1,13.1,0.5,20230609,172033163,AAH,ONT,20230515,74,AAH_ONT_20230515_074_2,0.5,NA,NA,NA,20230515,2,Rosette Cast,2,66,NA,B,NA,NA,0-01-01T16:37:00Z,NA,2910,FF,Whole,1,20,0.22,NA,0-01-01T16:46:00Z,0-01-01T17:04:00Z,43.747366666666665,-76.51155,27,1455,May,1728168.3619617778,40-100 m,66,yes,stratified,NA,21.5,330,2.23,450,5.17,1.8353819299412044,13.758000000000001,31.06,8.642,24.4395,23.8696,2.406,1.22,0.05,64.691,4.8653,190.334283,2.0708,1e-12,0.0767,98.1013,0.040293,1715.1,0.4026229,12.309,318.642,0,2303257.856699808,NA,NA,NA,NA,T5,12.309
AP_D15,41436,25833,25158,25169,24444,23574,56.8925571966406,AAH_ONT_20230516_064_FP_MW1,97.7,0.5,20230614,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_2,0.5,NA,NA,NA,20230516,2,Rosette Cast,2,14,NA,M,NA,NA,0-01-01T02:15:00Z,NA,3770,FF,Whole,1,20,0.22,NA,0-01-01T02:24:00Z,0-01-01T02:44:00Z,43.51975,-76.91836666666667,29,1885,May,4069697.201473635,10-20 m,18,yes,stratified,NA,9.3,252,1.83,476,7.89,1.7583283037437396,13.269,31.72,8.752,23.5346,23.6766,2.348,1.21,5.8,13.729,5.83795,192.25089200000002,2.3101,1e-12,0.5912,86.2601,1.3144,0,0.3514841,13.7188,311.692,0,2196446.4801389473,NA,NA,NA,NA,T5,13.7188
AP_D23,60541,40865,40052,39966,38743,37640,62.172742439008275,AAH_ONT_20230517_041_FP_MW1,43.4,0.5,20230616,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_2,0.5,NA,NA,NA,20230517,2,Rosette Cast,2,24,NA,M,NA,NA,0-01-01T20:01:00Z,NA,3060,FF,Whole,1,20,0.22,NA,0-01-01T20:15:00Z,0-01-01T20:26:00Z,43.71661666666667,-78.02736666666667,25,1530,May,2947204.2993322588,20-30 m,67.5,no,stratified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.571,4.519,185.614878,2.1661,0.4447,0.231,94.3895,0.337,122.08,0.3606308,13.2838,314.404,0,2217421.757035499,NA,NA,NA,NA,T3,13.2838
AP_D31,55903,38541,37527,37457,36305,35056,62.70862028871438,AAH_ONT_20230517_055_FP_MW1,55.4,0.5,20230614,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_2,0.5,NA,NA,NA,20230517,2,Rosette Cast,2,13,NA,M,NA,NA,0-01-01T10:30:00Z,NA,5770,FF,Whole,1,20,0.22,NA,0-01-01T10:56:00Z,0-01-01T11:26:00Z,43.44421666666667,-77.43893333333334,56,2885,May,2125067.5067925397,10-20 m,13,yes,stratified,NA,16.2,263,0.949,460,9.06,1.74570836671113,12.735,30.18,8.808,23.7239,23.5813,2.337,1.08,2.92,12.737,5.0347,188.290071,2.2002,104.12,0.349,91.6449,0.60562,1788,0.3643727,13.1602,313.443,0,2211762.9195763706,NA,NA,NA,NA,T4,13.1602
AP_D39,88316,63708,62354,62324,60218,58520,66.26205897006204,AAH_ONT_20230518_033_FP_BW1,15.2,0.5,20230615,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_3,0.5,NA,NA,NA,20230518,3,Rosette Cast,3,135,NA,B,NA,NA,0-01-01T11:47:00Z,NA,5240,FF,Whole,1,20,0.22,NA,0-01-01T12:02:00Z,0-01-01T12:21:00Z,43.596916666666665,-78.81335,34,2620,May,2592252.5429426664,>100 m,135,yes,stratified,NA,22.7,325,1.2,505,4.18,1.5896998603081822,14.028,33.64,9.24,23.4313,23.8721,2.343,1.27,0.22,132.389,3.8705,182.67963,2.0696,1e-12,0.0938,97.6831,0.051282,1784,0.3880712,12.7832,316.365,0,2236539.712413111,NA,NA,NA,NA,T2,12.7832
AP_D47,68500,47856,46795,46778,45002,43613,63.66861313868613,AAH_ONT_20230518_035_FP_EW1,88.6,0.5,20230615,172033163,AAH,ONT,20230518,35,AAH_ONT_20230518_035_3,0.5,NA,NA,NA,20230518,3,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T07:58:00Z,NA,3060,FF,Whole,1,20,0.22,NA,0-01-01T08:21:00Z,0-01-01T08:43:00Z,43.36183333333334,-78.72948333333333,45,1530,May,5417617.2903522905,< 10 m,5,yes,unstratified,NA,13.4,232,0.352,441,8.98,1.5048366683667838,11.118,32.12,9.08,18.4906,21.3676,2.567,0.564,3.96,4.95,11.2276,206.308519,2.3748,128.22,1.086,76.2226,1.2186,1258.3,0.2999295,12.2987,284.827,0,1797966.1688435068,NA,NA,NA,NA,T2,12.2987
AP_D55,68615,47549,46558,46576,45187,43607,63.55315893026306,AAH_ONT_20230519_012_FP_EW1,73,0.5,20230614,172033163,AAH,ONT,20230519,12,AAH_ONT_20230519_012_1,0.5,NA,NA,NA,20230519,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T11:15:00Z,NA,3500,FF,Whole,1,20,0.22,NA,0-01-01T11:27:00Z,0-01-01T11:45:00Z,43.5035,-79.35378333333334,30,1750,May,4696826.669122727,< 10 m,5,yes,stratified,NA,8.36,285,1.6,465,4.39,1.3917046381479754,13.947,32.88,9.088,23.1886,23.1768,2.38,0.846,2.53,4.93,7.0127,198.915971,2.3736,491.9,0.555,87.0443,0.56777,1494.6,0.3203019,13.6553,310.665,0,2198711.6686861874,NA,NA,NA,NA,T1,13.6553
